gender,age,parental_education_level,family_income,daily_study_hours,attendance_rate,sleep_hours,stress_level,motivation_score,private_tutoring,internet_quality,math_score,reading_score,writing_score,pass_fail
Male,20,2,30000.0,2.7,0.865,8.2,6.0,40,True,3,64,65,51,Pass
Male,20,3,25000.0,3.4,0.825,7.4,6.0,48,False,3,56,49,49,Fail
Female,18,3,45000.0,2.9,0.964,8.4,4.0,47,True,3,70,90,88,Pass
Male,18,6,115000.0,4.2,0.784,6.9,9.0,52,True,5,46,79,61,Pass
Female,16,2,25000.0,2.7,0.898,,4.0,59,False,2,61,60,71,Pass
Male,16,3,60000.0,3.4,0.859,6.6,5.0,48,False,4,59,46,31,Fail
Male,19,2,20000.0,3.0,0.97,7.6,,61,False,2,50,52,39,Fail
Male,15,3,45000.0,3.0,0.799,8.8,3.0,55,True,3,82,88,64,Pass
Female,19,6,55000.0,4.0,0.797,8.7,6.0,60,False,3,60,57,64,Pass
Male,18,5,35000.0,4.2,0.875,6.2,7.0,54,False,3,63,61,43,Fail
Female,17,5,100000.0,4.5,1.0,8.3,5.0,57,False,3,66,75,72,Pass
Male,20,4,15000.0,3.3,0.972,8.3,4.0,74,False,2,71,72,78,Pass
Male,17,2,40000.0,2.9,0.834,7.8,5.0,45,False,3,51,36,37,Fail
Male,21,2,35000.0,3.0,0.935,6.0,7.0,41,False,1,45,32,39,Fail
Female,18,5,60000.0,3.6,0.975,6.3,5.0,52,False,3,59,68,64,Pass
Male,17,2,,3.4,0.951,6.6,4.0,61,True,3,78,95,83,Pass
Male,20,4,35000.0,3.3,0.892,6.8,5.0,37,False,4,39,56,38,Fail
Male,20,5,85000.0,4.3,0.878,7.2,4.0,49,False,4,56,71,80,Pass
Female,18,5,60000.0,5.0,0.887,6.4,7.0,53,False,2,51,67,66,Pass
Male,20,7,95000.0,4.6,0.943,7.3,6.0,61,True,2,78,85,77,Pass
Female,15,2,25000.0,2.7,0.854,9.5,5.0,41,False,3,58,47,54,Fail
Female,22,5,70000.0,3.5,0.904,7.5,7.0,71,False,2,57,60,47,Fail
Female,19,1,25000.0,3.0,0.892,8.0,6.0,25,False,2,36,42,28,Fail
Female,19,3,70000.0,5.7,0.998,8.3,6.0,45,True,3,94,92,100,Pass
Female,18,1,20000.0,4.0,0.964,7.2,5.0,31,False,2,37,50,64,Fail
Female,18,5,30000.0,3.7,0.928,6.8,,61,True,2,78,91,80,Pass
Female,19,4,100000.0,6.0,1.0,5.5,6.0,60,True,4,88,78,78,Pass
Female,17,4,40000.0,3.3,0.908,8.2,3.0,54,False,3,59,74,70,Pass
Female,17,1,65000.0,2.7,0.783,7.3,5.0,33,False,2,44,20,41,Fail
Male,16,6,160000.0,4.4,0.927,8.6,6.0,59,False,5,81,100,84,Pass
Male,19,5,90000.0,3.7,0.952,7.1,6.0,30,True,3,48,59,63,Fail
Female,17,3,70000.0,2.9,0.839,8.8,6.0,59,True,3,66,71,73,Pass
Female,17,2,35000.0,2.8,0.885,8.4,4.0,51,False,2,63,40,44,Fail
Male,15,2,25000.0,2.8,0.767,7.9,6.0,39,False,2,26,34,32,Fail
Female,18,3,35000.0,3.2,0.973,8.7,1.0,44,False,4,90,80,75,Pass
Female,16,2,20000.0,2.6,0.944,7.6,5.0,47,False,3,55,57,57,Fail
Female,17,1,25000.0,3.0,0.903,,6.0,46,False,2,46,34,33,Fail
Female,16,2,20000.0,3.9,0.99,7.6,6.0,37,False,3,54,41,58,Fail
Male,20,5,85000.0,3.4,0.881,7.7,4.0,64,False,3,67,73,82,Pass
Female,17,3,15000.0,2.9,0.957,7.5,4.0,41,False,3,42,51,57,Fail
Female,15,1,45000.0,3.4,0.841,9.4,2.0,53,False,2,65,57,53,Fail
Male,21,5,55000.0,3.7,0.845,8.3,5.0,40,False,4,56,49,65,Fail
Female,18,4,75000.0,3.4,0.969,,,24,False,4,56,60,40,Fail
Female,18,7,100000.0,4.6,0.893,7.4,4.0,70,False,3,82,86,61,Pass
Male,19,5,50000.0,3.8,0.885,6.4,5.0,58,False,4,60,77,65,Pass
Female,19,5,45000.0,4.3,0.978,6.8,5.0,49,False,4,76,73,60,Pass
Male,17,4,40000.0,4.0,0.842,7.3,3.0,64,False,3,49,73,65,Pass
Male,18,5,85000.0,3.7,0.924,6.8,5.0,40,True,3,74,80,64,Pass
Male,20,2,15000.0,2.6,0.928,7.5,7.0,47,False,3,46,51,36,Fail
Male,18,2,70000.0,2.7,0.908,8.4,6.0,39,False,2,50,34,39,Fail
Female,20,5,55000.0,4.4,0.814,7.3,6.0,32,False,3,36,63,59,Fail
Male,20,1,15000.0,2.3,0.831,7.6,5.0,24,False,2,37,25,31,Fail
Female,17,2,30000.0,3.1,0.933,8.6,7.0,55,False,4,74,56,66,Pass
Female,20,4,115000.0,4.6,1.0,6.2,4.0,50,True,4,91,100,86,Pass
Male,18,5,30000.0,3.7,0.908,8.8,6.0,48,True,2,73,73,81,Pass
Female,19,3,30000.0,3.8,0.915,7.4,6.0,65,True,1,79,72,68,Pass
Female,19,6,70000.0,3.9,0.916,7.0,3.0,65,False,3,54,71,59,Pass
Female,18,5,50000.0,3.7,0.828,7.9,6.0,56,True,3,89,69,65,Pass
Male,18,4,40000.0,3.5,0.859,7.1,6.0,67,True,4,66,60,87,Pass
Male,19,2,15000.0,2.8,0.905,6.9,4.0,15,False,3,29,44,44,Fail
Male,19,5,45000.0,3.5,0.963,7.6,6.0,45,False,3,60,66,58,Pass
Male,18,5,75000.0,3.7,0.883,6.7,6.0,66,False,4,66,60,54,Pass
Male,19,7,175000.0,4.2,0.831,7.6,5.0,68,False,4,81,86,55,Pass
Male,19,3,30000.0,3.0,0.878,8.0,6.0,43,False,3,53,44,38,Fail
Female,18,5,120000.0,3.8,0.934,8.7,4.0,41,False,4,82,66,76,Pass
Female,16,1,20000.0,2.7,0.799,8.5,3.0,50,True,3,75,73,69,Pass
Female,18,3,35000.0,3.1,0.938,8.3,7.0,56,False,3,51,40,52,Fail
Female,22,4,95000.0,6.6,0.953,7.4,8.0,37,True,4,93,85,82,Pass
Female,19,3,20000.0,3.0,0.881,7.8,4.0,59,False,2,55,58,65,Fail
Female,16,7,95000.0,4.3,0.864,7.5,6.0,43,True,3,71,70,57,Pass
Female,16,3,15000.0,3.8,0.885,7.7,4.0,70,False,3,57,70,69,Pass
Male,18,3,40000.0,5.5,0.874,8.0,6.0,28,True,3,66,64,63,Pass
Male,18,2,30000.0,2.8,0.842,8.3,5.0,40,False,2,39,30,56,Fail
Male,19,6,80000.0,4.2,0.967,7.6,7.0,34,False,3,46,71,49,Fail
Male,20,5,60000.0,3.8,0.918,8.3,9.0,55,False,2,58,55,48,Fail
Male,20,5,40000.0,4.0,0.943,9.5,4.0,65,False,3,85,81,80,Pass
Female,17,7,125000.0,5.4,0.921,,5.0,52,False,4,57,92,94,Pass
Male,16,3,30000.0,3.3,0.811,8.1,4.0,50,False,3,62,48,57,Fail
Female,17,2,40000.0,3.5,0.862,8.5,2.0,53,False,2,69,66,64,Pass
Female,18,3,45000.0,3.5,0.898,5.9,5.0,62,False,3,34,41,61,Fail
Female,21,3,60000.0,3.1,0.832,7.1,4.0,62,True,3,64,76,53,Pass
Male,18,5,80000.0,3.6,0.892,7.4,3.0,50,False,3,69,53,62,Pass
Male,17,5,55000.0,3.8,0.971,7.7,6.0,58,False,3,54,62,71,Pass
Male,19,5,40000.0,3.9,0.958,8.9,6.0,62,False,3,72,79,66,Pass
Male,18,2,20000.0,2.7,0.895,7.5,2.0,46,False,2,60,76,62,Pass
Male,15,3,20000.0,3.0,0.749,8.0,5.0,41,True,2,45,56,60,Fail
Female,15,2,30000.0,2.9,0.891,9.2,4.0,31,False,3,57,45,45,Fail
Female,18,6,75000.0,5.0,0.964,9.8,5.0,64,False,3,79,98,100,Pass
Male,20,2,15000.0,3.0,0.818,7.7,6.0,30,False,2,40,24,36,Fail
Female,18,4,15000.0,3.8,0.857,8.7,4.0,43,False,4,53,59,67,Fail
Female,21,4,60000.0,3.2,0.994,5.6,7.0,54,True,2,59,55,73,Pass
Female,20,1,25000.0,4.9,0.934,7.8,5.0,50,False,3,56,78,74,Pass
Male,18,6,55000.0,4.5,0.991,8.6,3.0,48,False,4,71,99,81,Pass
Female,17,3,55000.0,2.9,0.826,7.7,2.0,37,False,3,51,37,51,Fail
Female,19,7,70000.0,4.0,0.871,7.5,6.0,71,False,4,73,70,83,Pass
Male,17,4,25000.0,4.4,0.958,7.5,5.0,54,False,3,75,86,79,Pass
Male,19,3,30000.0,4.1,0.962,6.4,8.0,56,False,3,55,59,42,Fail
Male,17,2,35000.0,3.4,0.815,8.1,4.0,54,True,4,80,88,76,Pass
Female,21,2,15000.0,3.2,0.875,8.3,5.0,23,False,2,41,29,47,Fail
Female,20,3,85000.0,3.0,0.897,8.5,7.0,26,False,2,36,41,26,Fail
Male,16,5,35000.0,5.0,0.949,6.1,9.0,48,False,3,53,50,68,Fail
Female,18,4,25000.0,5.7,0.85,8.2,4.0,76,False,3,86,89,61,Pass
Female,19,2,25000.0,2.9,0.796,7.6,4.0,60,False,2,65,45,58,Fail
Male,18,4,50000.0,3.9,0.938,8.5,5.0,55,False,3,70,62,63,Pass
Female,19,2,45000.0,2.8,0.9,8.4,6.0,31,False,3,35,48,51,Fail
Female,18,5,75000.0,3.5,0.848,7.8,6.0,61,True,4,71,71,75,Pass
Female,15,3,35000.0,3.1,0.887,9.3,4.0,40,False,2,47,47,45,Fail
Male,20,7,210000.0,4.2,0.889,7.8,8.0,52,False,5,65,70,48,Pass
Female,17,2,35000.0,2.7,0.926,9.2,6.0,18,True,3,62,73,59,Pass
Female,18,5,110000.0,4.5,0.977,7.6,5.0,65,False,3,81,59,64,Pass
Female,17,5,110000.0,3.8,0.947,7.4,7.0,34,True,3,60,67,66,Pass
Female,16,5,110000.0,5.2,1.0,7.5,7.0,55,False,2,73,73,62,Pass
Female,18,2,15000.0,3.9,0.896,7.9,5.0,70,False,3,56,67,56,Fail
Female,16,2,35000.0,2.8,0.855,8.8,5.0,26,False,3,40,40,36,Fail
Female,20,2,30000.0,2.9,1.0,10.4,4.0,49,False,3,87,62,75,Pass
Male,21,7,55000.0,5.0,0.968,6.1,9.0,50,False,2,67,55,47,Fail
Female,19,5,110000.0,3.7,0.866,7.1,6.0,68,False,3,52,65,67,Pass
Female,21,2,20000.0,2.7,0.872,8.0,3.0,56,False,2,52,42,73,Fail
Female,17,3,115000.0,3.8,0.864,7.7,6.0,56,True,2,82,68,50,Pass
Male,16,5,55000.0,3.7,0.875,8.1,5.0,52,False,3,69,64,66,Pass
Female,21,5,50000.0,3.9,0.844,8.0,7.0,39,False,3,37,57,55,Fail
Male,21,6,50000.0,3.7,0.821,6.3,4.0,56,True,2,65,89,69,Pass
Female,16,3,60000.0,2.9,0.869,6.8,6.0,51,False,3,52,46,66,Fail
Male,15,2,30000.0,2.9,0.869,8.4,6.0,45,False,2,53,42,33,Fail
Female,17,4,40000.0,3.8,0.944,7.6,6.0,61,False,3,70,60,70,Pass
Female,16,5,65000.0,3.6,1.0,5.9,6.0,47,False,4,55,50,50,Fail
Male,17,1,45000.0,3.2,0.841,6.7,5.0,55,False,2,61,56,61,Fail
Female,18,3,15000.0,3.1,0.984,7.5,7.0,46,True,3,64,72,53,Pass
Female,17,2,30000.0,3.2,0.781,8.8,6.0,29,False,3,39,33,50,Fail
Male,17,5,75000.0,3.7,0.758,9.1,5.0,37,True,3,75,69,52,Pass
Female,18,4,40000.0,3.2,0.943,7.6,5.0,50,False,3,51,62,44,Fail
Female,15,2,35000.0,2.6,0.944,9.7,4.0,35,False,3,49,54,45,Fail
Female,20,1,25000.0,3.0,0.875,7.2,5.0,53,False,2,45,50,45,Fail
Female,18,3,100000.0,4.2,0.932,6.5,7.0,47,True,4,79,76,76,Pass
Female,17,3,25000.0,3.2,0.874,8.4,2.0,44,True,3,79,90,83,Pass
Female,21,5,35000.0,3.6,0.884,7.0,4.0,30,False,4,51,63,43,Fail
Male,19,4,60000.0,3.3,0.9,7.6,4.0,75,True,3,95,71,80,Pass
Female,16,3,50000.0,3.0,0.84,7.5,5.0,62,False,3,46,56,54,Fail
Female,20,7,60000.0,4.9,0.88,7.4,4.0,69,False,3,89,90,76,Pass
Male,18,2,30000.0,2.6,0.946,8.3,4.0,34,False,3,48,40,42,Fail
Female,16,5,30000.0,3.8,0.934,6.9,8.0,56,False,2,46,52,55,Fail
Female,19,2,30000.0,3.0,0.97,7.3,5.0,33,False,2,36,46,36,Fail
Female,19,4,105000.0,3.8,0.994,6.7,6.0,49,False,3,63,58,52,Fail
Male,17,5,45000.0,5.8,0.951,7.9,5.0,66,False,4,99,77,95,Pass
Female,22,5,,3.8,0.849,7.2,7.0,48,True,3,77,66,74,Pass
Female,18,2,20000.0,2.7,0.931,8.5,6.0,46,True,3,79,71,68,Pass
Female,16,3,55000.0,3.0,0.957,9.2,4.0,46,False,3,54,50,66,Fail
Female,17,7,130000.0,4.6,0.867,10.0,6.0,46,False,4,57,73,65,Pass
Male,21,2,30000.0,3.7,0.948,7.3,3.0,44,False,3,44,62,71,Fail
Female,17,5,45000.0,3.5,0.884,8.5,1.0,70,False,3,73,86,98,Pass
Female,18,5,50000.0,3.9,0.974,9.3,6.0,37,False,3,47,54,73,Fail
Male,19,2,20000.0,3.1,0.922,7.8,3.0,63,False,3,53,72,64,Pass
Female,21,2,25000.0,4.2,0.92,8.0,5.0,55,True,2,62,73,88,Pass
Male,17,5,45000.0,3.5,0.834,6.8,4.0,25,True,2,56,56,37,Fail
Male,21,6,115000.0,4.1,0.878,7.5,6.0,56,True,3,73,93,80,Pass
Male,18,3,20000.0,3.0,0.81,7.5,2.0,54,False,2,69,67,58,Pass
Female,22,3,30000.0,3.5,0.899,8.6,5.0,42,True,4,82,91,84,Pass
Female,19,6,25000.0,3.8,0.835,6.4,5.0,35,False,4,57,38,62,Fail
Female,18,2,70000.0,3.2,0.833,7.2,4.0,42,False,3,45,48,56,Fail
Female,20,3,135000.0,3.3,0.955,7.7,5.0,44,False,3,55,69,56,Pass
Female,20,3,20000.0,2.9,0.84,8.1,5.0,32,False,2,39,31,40,Fail
Male,19,3,90000.0,3.1,0.86,8.1,4.0,49,False,4,53,53,65,Fail
Female,19,5,30000.0,3.7,1.0,6.9,6.0,23,True,3,68,58,74,Pass
Male,18,3,30000.0,3.6,0.904,7.7,4.0,39,False,3,54,43,55,Fail
Male,18,6,155000.0,4.5,0.934,7.9,7.0,58,False,3,55,80,82,Pass
Male,20,5,55000.0,3.9,0.849,7.1,5.0,77,True,3,92,86,92,Pass
Male,16,3,35000.0,3.1,0.866,6.7,3.0,58,False,2,59,51,51,Fail
Male,16,2,25000.0,3.1,0.835,7.2,6.0,40,False,2,27,33,52,Fail
Female,18,3,60000.0,3.0,0.894,7.2,6.0,67,False,3,67,55,71,Pass
Female,17,2,25000.0,2.8,0.801,7.7,2.0,59,False,3,75,55,62,Pass
Male,20,3,35000.0,2.9,0.776,6.7,7.0,27,False,4,21,32,23,Fail
Male,16,5,35000.0,3.8,0.911,7.2,5.0,34,False,4,61,53,40,Fail
Female,21,2,60000.0,2.8,0.772,8.1,5.0,66,False,3,51,54,68,Fail
Male,16,6,95000.0,4.9,0.945,8.0,4.0,76,False,4,97,93,94,Pass
Male,21,5,,4.4,0.85,6.4,4.0,77,False,3,81,70,63,Pass
Male,21,2,50000.0,2.8,0.964,7.1,3.0,50,False,2,77,59,42,Fail
Male,16,6,80000.0,3.9,0.915,7.7,5.0,57,True,3,80,89,82,Pass
Male,18,2,15000.0,3.0,0.812,8.1,6.0,37,False,2,33,42,53,Fail
Male,19,3,45000.0,2.9,0.908,5.9,6.0,56,True,3,84,68,62,Pass
Female,17,5,50000.0,3.9,0.971,7.6,7.0,75,False,3,66,65,69,Pass
Female,18,6,135000.0,4.1,0.925,7.4,5.0,48,True,4,83,82,81,Pass
Male,15,5,90000.0,3.5,1.0,8.9,5.0,58,True,4,88,92,86,Pass
Female,17,4,20000.0,3.7,0.831,9.0,4.0,41,False,2,71,62,64,Pass
Female,17,2,15000.0,3.5,0.884,7.2,5.0,42,False,3,54,51,43,Fail
Male,19,1,15000.0,2.4,0.881,8.6,7.0,38,False,1,31,19,32,Fail
Male,17,7,55000.0,6.5,0.982,9.3,6.0,82,False,3,100,100,100,Pass
Male,16,2,25000.0,5.1,0.937,8.6,6.0,44,False,3,71,82,57,Pass
Male,21,5,45000.0,4.2,0.816,6.5,5.0,58,False,2,67,65,48,Pass
Male,20,1,25000.0,4.2,0.919,7.1,5.0,42,False,3,49,58,74,Pass
Female,20,3,25000.0,4.4,0.946,7.1,6.0,74,False,3,64,75,69,Pass
Male,18,3,30000.0,3.9,0.774,7.2,4.0,58,True,2,66,72,77,Pass
Female,17,1,30000.0,3.0,0.683,7.3,7.0,28,False,4,38,20,33,Fail
Male,19,3,50000.0,3.3,0.97,8.4,7.0,56,False,4,70,52,68,Pass
Female,21,6,45000.0,4.6,1.0,7.5,6.0,41,True,2,89,87,72,Pass
Male,19,5,40000.0,4.2,0.866,7.8,5.0,27,False,3,50,50,44,Fail
Male,17,4,85000.0,4.0,0.865,6.4,7.0,47,False,2,42,50,38,Fail
Female,19,4,30000.0,3.3,0.863,7.2,3.0,47,True,3,66,69,66,Pass
Female,18,5,65000.0,3.5,0.951,7.4,6.0,58,True,3,83,77,71,Pass
Male,18,1,20000.0,2.8,0.764,7.9,6.0,45,True,2,56,61,66,Pass
Male,15,5,,4.7,0.922,8.9,6.0,53,True,3,100,98,95,Pass
Female,17,2,,2.7,0.895,7.4,8.0,40,False,3,63,27,33,Fail
Female,18,2,25000.0,5.0,0.887,8.6,5.0,55,False,1,65,61,56,Pass
Female,16,3,20000.0,3.8,0.931,6.7,4.0,39,False,3,62,65,60,Pass
Male,17,4,60000.0,3.3,0.918,8.3,6.0,36,False,2,53,31,56,Fail
Male,19,1,15000.0,2.3,0.916,6.4,3.0,49,True,3,87,57,66,Pass
Male,19,3,45000.0,5.7,0.962,6.2,7.0,17,False,3,46,51,49,Fail
Female,18,2,45000.0,3.4,0.859,8.4,3.0,46,False,4,57,52,70,Fail
Male,19,4,30000.0,3.2,0.898,7.7,4.0,56,True,2,80,84,44,Pass
Female,20,2,15000.0,3.3,0.832,6.7,5.0,41,False,3,56,23,22,Fail
Female,17,2,15000.0,2.7,0.797,7.1,4.0,41,True,3,64,53,55,Fail
Female,19,2,15000.0,4.9,0.98,7.0,8.0,33,False,2,60,26,61,Fail
Male,17,2,40000.0,3.2,0.894,6.7,7.0,21,False,2,27,27,33,Fail
Male,16,1,50000.0,2.8,0.842,8.9,3.0,63,True,3,78,75,83,Pass
Male,21,2,70000.0,3.0,0.827,7.5,6.0,37,False,4,34,49,40,Fail
Female,17,3,60000.0,4.5,0.884,9.1,5.0,72,False,4,85,85,67,Pass
Female,18,2,20000.0,2.7,0.892,7.3,7.0,50,True,2,62,47,52,Fail
Female,20,6,65000.0,4.4,0.895,7.9,5.0,51,False,3,71,68,74,Pass
Male,17,5,30000.0,3.8,0.956,8.7,4.0,58,False,3,80,80,81,Pass
Female,18,4,40000.0,5.7,0.989,6.2,6.0,58,True,3,81,84,95,Pass
Male,16,2,25000.0,4.1,0.974,6.1,5.0,21,False,1,48,43,48,Fail
Female,20,5,50000.0,3.9,0.85,6.8,3.0,43,False,3,45,44,50,Fail
Female,16,4,65000.0,8.0,1.0,7.6,10.0,44,False,4,88,77,79,Pass
Female,19,3,20000.0,3.4,0.866,6.2,6.0,38,False,3,35,46,36,Fail
Female,19,5,50000.0,3.5,0.937,7.3,8.0,58,True,3,68,67,58,Pass
Male,18,1,20000.0,2.9,0.827,7.1,4.0,36,True,2,55,38,64,Fail
Female,20,2,15000.0,2.9,0.862,7.2,5.0,39,False,3,34,49,36,Fail
Female,16,4,15000.0,3.2,0.926,7.6,4.0,61,False,2,63,68,75,Pass
Female,18,4,25000.0,4.8,0.918,7.6,,66,False,3,62,64,61,Pass
Male,18,3,20000.0,3.4,0.878,7.9,,37,False,3,55,64,62,Pass
Male,22,4,,4.4,0.865,7.5,7.0,27,False,2,35,39,34,Fail
Male,18,1,40000.0,3.5,1.0,7.6,3.0,42,False,2,64,53,66,Pass
Female,22,2,35000.0,2.6,0.899,7.8,8.0,49,False,1,31,21,39,Fail
Female,19,2,30000.0,3.4,0.974,7.9,7.0,77,False,3,78,75,62,Pass
Male,16,3,50000.0,2.9,0.888,8.9,3.0,74,False,3,80,89,76,Pass
Female,16,5,65000.0,5.5,0.983,7.5,4.0,38,False,4,81,79,86,Pass
Female,15,7,90000.0,4.3,0.941,8.0,3.0,65,True,3,85,100,91,Pass
Female,18,6,50000.0,4.7,0.91,7.9,6.0,82,True,3,100,81,100,Pass
Female,20,5,55000.0,3.7,0.82,8.7,7.0,31,False,3,55,60,49,Fail
Male,18,3,35000.0,4.5,0.995,8.2,8.0,45,True,2,75,65,95,Pass
Male,19,5,45000.0,4.1,0.882,6.5,4.0,69,True,2,89,83,62,Pass
Female,18,5,30000.0,3.6,0.869,8.4,6.0,66,False,4,55,62,61,Fail
Male,19,3,15000.0,2.9,0.897,6.6,4.0,41,False,3,54,48,36,Fail
Male,19,5,35000.0,3.7,0.785,8.3,6.0,36,False,3,44,44,44,Fail
Male,20,5,20000.0,4.2,0.926,8.5,6.0,66,True,2,80,84,87,Pass
Male,18,3,20000.0,3.4,0.931,7.7,4.0,25,False,2,25,36,43,Fail
Female,16,5,105000.0,3.6,0.857,6.6,5.0,46,False,3,55,50,55,Fail
Female,20,5,65000.0,3.6,0.883,6.8,6.0,58,False,3,64,70,42,Fail
Female,16,5,45000.0,4.1,0.818,7.1,4.0,52,False,4,71,70,71,Pass
Male,17,5,75000.0,4.8,0.945,6.4,5.0,54,False,4,76,76,77,Pass
Female,18,5,90000.0,4.4,0.836,7.1,6.0,43,True,3,79,71,69,Pass
Female,17,4,105000.0,3.2,0.784,8.7,4.0,66,False,3,56,46,53,Fail
Male,17,3,30000.0,3.2,0.889,7.8,7.0,37,False,3,25,33,22,Fail
Male,19,6,45000.0,4.5,0.967,7.5,3.0,72,False,3,95,81,74,Pass
Female,22,4,70000.0,3.2,0.892,7.7,4.0,29,True,3,57,73,69,Pass
Male,18,3,20000.0,4.4,1.0,8.7,6.0,14,False,3,55,47,43,Fail
Female,19,5,30000.0,3.8,0.916,7.2,6.0,55,False,3,72,58,53,Pass
Male,18,2,30000.0,3.1,0.937,7.1,5.0,34,False,3,45,47,53,Fail
Female,20,5,35000.0,4.2,1.0,6.2,6.0,61,False,3,62,68,57,Pass
Male,18,1,15000.0,2.5,0.958,7.2,3.0,11,False,3,25,52,43,Fail
Male,16,1,85000.0,3.3,0.89,7.4,5.0,15,False,4,46,29,52,Fail
Female,19,5,45000.0,3.8,0.921,7.4,3.0,66,False,3,82,63,65,Pass
Female,19,3,45000.0,2.9,0.869,8.0,4.0,81,False,2,57,73,62,Pass
Female,16,3,25000.0,3.1,0.784,7.6,7.0,37,False,3,41,44,30,Fail
Female,19,3,20000.0,3.1,0.859,7.6,4.0,44,False,3,63,53,62,Fail
Male,20,5,85000.0,4.7,0.865,6.4,4.0,71,False,3,67,63,86,Pass
Female,19,3,50000.0,3.4,0.859,7.0,4.0,28,False,3,46,45,45,Fail
Female,16,3,25000.0,3.7,0.83,9.6,4.0,40,True,3,91,73,67,Pass
Male,19,5,35000.0,5.2,0.997,7.9,6.0,56,False,3,81,76,66,Pass
Male,16,2,30000.0,2.6,0.895,7.3,7.0,19,False,3,22,30,39,Fail
Female,17,3,60000.0,2.9,0.857,7.2,4.0,46,False,4,46,45,51,Fail
Male,17,2,35000.0,4.0,0.872,7.4,4.0,34,False,2,55,45,56,Fail
Male,16,2,25000.0,4.1,0.882,7.5,5.0,47,False,2,56,34,45,Fail
Male,20,5,145000.0,3.9,0.948,6.7,3.0,41,True,3,85,77,80,Pass
Male,19,6,55000.0,3.9,0.921,7.1,5.0,73,False,3,67,55,58,Pass
Female,17,6,75000.0,4.7,0.952,8.2,6.0,51,False,3,70,68,53,Pass
Female,18,6,85000.0,4.8,0.901,7.3,5.0,42,False,4,79,68,63,Pass
Female,21,4,40000.0,3.4,0.939,,7.0,42,True,2,50,58,69,Fail
Male,19,6,65000.0,4.4,0.905,6.9,7.0,25,False,4,38,39,55,Fail
Male,18,2,25000.0,3.2,0.908,9.8,5.0,56,True,2,68,75,74,Pass
Female,19,3,65000.0,3.9,0.653,9.3,5.0,47,False,2,53,52,50,Fail
Male,20,3,25000.0,3.1,0.843,,4.0,37,False,4,38,65,43,Fail
Male,18,5,95000.0,3.6,0.923,8.5,4.0,59,True,3,84,84,90,Pass
Female,19,1,30000.0,3.7,0.784,6.0,6.0,34,False,3,35,38,37,Fail
Male,19,4,55000.0,4.8,1.0,6.5,7.0,49,True,4,89,91,66,Pass
Female,18,2,30000.0,3.3,0.953,7.5,4.0,56,True,2,70,73,74,Pass
Male,18,6,70000.0,3.9,0.914,5.8,5.0,56,False,2,59,60,53,Fail
Male,20,2,45000.0,3.1,0.882,8.8,5.0,42,True,3,66,71,46,Pass
Female,22,3,60000.0,5.7,0.947,7.2,6.0,38,False,3,72,69,58,Pass
Female,15,5,30000.0,4.5,0.963,8.4,7.0,46,False,4,66,71,62,Pass
Male,17,3,20000.0,3.4,0.789,8.8,4.0,40,False,3,49,51,57,Fail
Female,19,3,65000.0,3.2,0.915,7.1,7.0,50,True,3,59,59,56,Fail
Female,19,5,100000.0,3.6,0.892,8.2,5.0,37,False,2,65,44,41,Fail
Male,20,3,20000.0,3.1,0.764,7.0,2.0,46,False,3,48,40,59,Fail
Female,20,1,15000.0,2.4,0.78,7.4,5.0,29,True,2,53,43,54,Fail
Male,17,2,15000.0,3.5,0.895,7.2,5.0,24,False,3,39,49,26,Fail
Male,16,1,20000.0,3.2,0.894,8.8,4.0,32,False,2,49,52,47,Fail
Male,17,2,25000.0,5.2,1.0,8.7,5.0,31,True,3,90,81,90,Pass
Female,17,6,35000.0,3.9,0.866,8.6,4.0,40,True,1,62,66,68,Pass
Female,21,4,30000.0,3.6,0.894,6.8,6.0,45,False,3,42,48,50,Fail
Female,18,2,50000.0,2.8,0.925,5.6,5.0,42,False,2,42,31,29,Fail
Male,20,2,60000.0,3.1,0.899,8.1,6.0,53,True,3,75,72,69,Pass
Male,19,2,40000.0,3.0,0.851,7.4,5.0,57,False,3,61,46,72,Fail
Male,19,3,75000.0,3.4,0.789,7.1,6.0,42,False,3,30,39,53,Fail
Female,18,5,30000.0,5.5,0.993,9.0,5.0,50,False,3,73,90,84,Pass
Male,18,3,35000.0,3.7,0.883,,5.0,37,True,2,61,64,50,Fail
Female,18,2,30000.0,2.6,0.931,7.8,5.0,60,False,3,55,52,72,Fail
Male,19,3,60000.0,3.5,0.866,6.7,6.0,31,False,3,47,57,16,Fail
Female,17,5,45000.0,3.5,0.907,7.5,6.0,66,False,3,49,44,73,Fail
Male,19,6,110000.0,4.4,0.928,8.0,3.0,44,False,4,76,75,88,Pass
Female,18,2,15000.0,2.9,0.912,7.6,5.0,27,True,2,68,52,59,Fail
Female,17,2,35000.0,3.4,0.91,5.6,7.0,34,False,3,53,29,37,Fail
Female,17,3,45000.0,4.0,0.88,7.4,5.0,35,False,4,58,55,43,Fail
Male,20,3,20000.0,3.7,0.883,7.3,3.0,42,False,3,44,52,57,Fail
Female,16,2,15000.0,3.3,0.785,9.2,3.0,32,False,3,34,60,59,Fail
Female,15,5,30000.0,3.8,0.846,8.5,6.0,55,True,4,66,87,67,Pass
Female,18,1,20000.0,2.4,0.937,7.8,3.0,62,False,3,73,73,69,Pass
Female,20,6,150000.0,3.9,0.853,5.8,8.0,46,True,2,39,68,36,Fail
